Doctor_Name,Speciality,Clinic_Name,Clinic_Address,Clinic_City,Clinic_State,Clinic_Pincode,Doctor_Address,Doctor_City,Doctor_State,Doctor_Pincode
Dr. Parveen Syed,Pulmonologist,Syed Healthcare Clinic,"240, Nagar Garden, Ahmedabad",Ahmedabad,Gujarat,386908,"242, Enclave Central, Ahmedabad",Ahmedabad,Gujarat,387398
Dr. Mary Gomes,Cardiologist,Gomes Healthcare Clinic,"172, Road Rajiv, Lucknow",Lucknow,Uttar Pradesh,222674,"276, Road Green, Lucknow",Lucknow,Uttar Pradesh,223332
Dr. Rebecca Gomes,Endocrinologist,Gomes Healthcare Clinic,"207, Road Gandhi, Chandigarh",Chandigarh,Chandigarh,163859,"346, Bazaar Fort, Chandigarh",Chandigarh,Chandigarh,167977
Dr. Khalid Beg,Rheumatologist,Beg Healthcare Clinic,"299, Bazaar Garden, Kochi",Kochi,Kerala,680133,"266, Lane Hill, Kochi",Kochi,Kerala,686944
Dr. Meena Nair,Oncologist,Nair Healthcare Clinic,"277, Layout Central, Chennai",Chennai,Tamil Nadu,609569,"20, Road Garden, Chennai",Chennai,Tamil Nadu,600867
Dr. Nadeem Pathan,Ophthalmologist,Pathan Healthcare Clinic,"96, Lane Rajiv, Jaipur",Jaipur,Rajasthan,307417,"71, Enclave Green, Jaipur",Jaipur,Rajasthan,304467
Dr. Irfan Chaudhary,Plastic Surgeon,Chaudhary Healthcare Clinic,"33, Sector Garden, Surat",Surat,Gujarat,395473,"130, Lane Shastri, Surat",Surat,Gujarat,399004
Dr. Amrit Singh,Ophthalmologist,Singh Healthcare Clinic,"47, Layout Garden, Indore",Indore,Madhya Pradesh,452030,"477, Road Fort, Indore",Indore,Madhya Pradesh,450119
Dr. Deepa Balakrishnan,Gynecologist,Balakrishnan Healthcare Clinic,"117, Enclave Fort, Delhi",Delhi,Delhi,118572,"487, Nagar Rajiv, Delhi",Delhi,Delhi,119172
Dr. Khalid Chaudhary,Pulmonologist,Chaudhary Healthcare Clinic,"1, Lane Central, Chandigarh",Chandigarh,Chandigarh,160481,"55, Layout Garden, Chandigarh",Chandigarh,Chandigarh,163530
Dr. Joseph Lobo,Endocrinologist,Lobo Healthcare Clinic,"245, Road Fort, Chandigarh",Chandigarh,Chandigarh,164011,"48, Lane Lake, Chandigarh",Chandigarh,Chandigarh,161098
Dr. Paul Gomes,Rheumatologist,Gomes Healthcare Clinic,"226, Bazaar Gandhi, Surat",Surat,Gujarat,396615,"462, Layout Model, Surat",Surat,Gujarat,399203
Dr. Simran Pannu,Pediatrician,Pannu Healthcare Clinic,"6, Layout Shastri, Pune",Pune,Maharashtra,416718,"67, Road Garden, Pune",Pune,Maharashtra,418449
Dr. Amrit Singh,Physiotherapist,Singh Healthcare Clinic,"207, Bazaar Central, Jaipur",Jaipur,Rajasthan,304535,"291, Lane Lake, Jaipur",Jaipur,Rajasthan,300496
Dr. Shabana Syed,Oncologist,Syed Healthcare Clinic,"128, Road Garden, Jaipur",Jaipur,Rajasthan,305512,"148, Nagar Shastri, Jaipur",Jaipur,Rajasthan,301784
Dr. Navjot Gill,Dermatologist,Gill Healthcare Clinic,"40, Colony Hill, Mumbai",Mumbai,Maharashtra,404088,"460, Road Hill, Mumbai",Mumbai,Maharashtra,402679
Dr. Peter Fernandes,Gastroenterologist,Fernandes Healthcare Clinic,"10, Enclave Model, Hyderabad",Hyderabad,Telangana,506313,"165, Sector Green, Hyderabad",Hyderabad,Telangana,505814
Dr. Baljit Dhillon,Physiotherapist,Dhillon Healthcare Clinic,"21, Sector Gandhi, Surat",Surat,Gujarat,399848,"87, Layout Model, Surat",Surat,Gujarat,391465
Dr. Irfan Pathan,Cardiologist,Pathan Healthcare Clinic,"63, Enclave Lake, Jaipur",Jaipur,Rajasthan,305358,"264, Road Shastri, Jaipur",Jaipur,Rajasthan,307572
Dr. Baljit Dhillon,Orthopedic Surgeon,Dhillon Healthcare Clinic,"246, Lane Garden, Hyderabad",Hyderabad,Telangana,503233,"412, Layout Model, Hyderabad",Hyderabad,Telangana,503916
Dr. Arshad Dar,Oncologist,Dar Healthcare Clinic,"11, Nagar Hill, Kolkata",Kolkata,West Bengal,704386,"132, Enclave Lake, Kolkata",Kolkata,West Bengal,706451
Dr. Gurpreet Dhillon,Gynecologist,Dhillon Healthcare Clinic,"28, Bazaar Green, Bhopal",Bhopal,Madhya Pradesh,461070,"8, Layout Gandhi, Bhopal",Bhopal,Madhya Pradesh,468759
Dr. Farah Chaudhary,Psychiatrist,Chaudhary Healthcare Clinic,"209, Enclave Shastri, Hyderabad",Hyderabad,Telangana,503472,"131, Bazaar Central, Hyderabad",Hyderabad,Telangana,505931
Dr. Arshad Shaikh,Neurologist,Shaikh Healthcare Clinic,"113, Road Fort, Mumbai",Mumbai,Maharashtra,407454,"346, Colony Fort, Mumbai",Mumbai,Maharashtra,404264
Dr. Aamir Shaikh,Physiotherapist,Shaikh Healthcare Clinic,"89, Nagar Green, Kochi",Kochi,Kerala,683443,"424, Enclave Model, Kochi",Kochi,Kerala,685564
Dr. Irfan Mirza,Rheumatologist,Mirza Healthcare Clinic,"273, Bazaar Rajiv, Kolkata",Kolkata,West Bengal,708134,"356, Nagar Model, Kolkata",Kolkata,West Bengal,708303
Dr. Sana Mirza,Orthopedic Surgeon,Mirza Healthcare Clinic,"132, Sector Lake, Pune",Pune,Maharashtra,414476,"317, Nagar Hill, Pune",Pune,Maharashtra,415198
Dr. Anjali Dwivedi,Neurologist,Dwivedi Healthcare Clinic,"27, Enclave Central, Jaipur",Jaipur,Rajasthan,304414,"214, Enclave Gandhi, Jaipur",Jaipur,Rajasthan,302148
Dr. Rakesh Tiwari,Cardiologist,Tiwari Healthcare Clinic,"56, Nagar Garden, Surat",Surat,Gujarat,395714,"395, Lane Model, Surat",Surat,Gujarat,397202
Dr. Ramesh Reddy,Cardiologist,Reddy Healthcare Clinic,"61, Enclave Hill, Pune",Pune,Maharashtra,414470,"194, Road Model, Pune",Pune,Maharashtra,419763
Dr. Nadeem Ansari,Plastic Surgeon,Ansari Healthcare Clinic,"165, Road Rajiv, Delhi",Delhi,Delhi,111002,"300, Colony Model, Delhi",Delhi,Delhi,111760
Dr. John Fernandes,Pulmonologist,Fernandes Healthcare Clinic,"125, Sector Central, Coimbatore",Coimbatore,Tamil Nadu,643095,"298, Sector Rajiv, Coimbatore",Coimbatore,Tamil Nadu,643930
Dr. Shabana Ansari,Physiotherapist,Ansari Healthcare Clinic,"199, Colony Rajiv, Hyderabad",Hyderabad,Telangana,505420,"349, Enclave Central, Hyderabad",Hyderabad,Telangana,505672
Dr. Manjit Pannu,Oncologist,Pannu Healthcare Clinic,"191, Bazaar Central, Coimbatore",Coimbatore,Tamil Nadu,647251,"280, Layout Model, Coimbatore",Coimbatore,Tamil Nadu,649736
Dr. Meena Murthy,Oncologist,Murthy Healthcare Clinic,"37, Sector Garden, Ahmedabad",Ahmedabad,Gujarat,385752,"41, Enclave Lake, Ahmedabad",Ahmedabad,Gujarat,388961
Dr. Baljit Gill,Nephrologist,Gill Healthcare Clinic,"290, Enclave Lake, Delhi",Delhi,Delhi,112950,"372, Layout Garden, Delhi",Delhi,Delhi,117302
Dr. Francis Fernandes,Orthopedic Surgeon,Fernandes Healthcare Clinic,"186, Road Fort, Surat",Surat,Gujarat,390290,"427, Lane Green, Surat",Surat,Gujarat,395594
Dr. Manjit Brar,Endocrinologist,Brar Healthcare Clinic,"2, Layout Shastri, Chandigarh",Chandigarh,Chandigarh,167331,"51, Lane Central, Chandigarh",Chandigarh,Chandigarh,168526
Dr. Jaspreet Singh,Gastroenterologist,Singh Healthcare Clinic,"68, Sector Lake, Mumbai",Mumbai,Maharashtra,405593,"454, Colony Rajiv, Mumbai",Mumbai,Maharashtra,404130
Dr. Rajinder Singh,Ophthalmologist,Singh Healthcare Clinic,"107, Sector Fort, Lucknow",Lucknow,Uttar Pradesh,224254,"471, Road Lake, Lucknow",Lucknow,Uttar Pradesh,228108
Dr. Meena Menon,Dermatologist,Menon Healthcare Clinic,"153, Road Green, Kolkata",Kolkata,West Bengal,700213,"350, Lane Model, Kolkata",Kolkata,West Bengal,701658
Dr. Mathew D’Souza,Plastic Surgeon,D’Souza Healthcare Clinic,"62, Nagar Shastri, Delhi",Delhi,Delhi,110949,"388, Layout Fort, Delhi",Delhi,Delhi,118000
Dr. Meena Nair,Endocrinologist,Nair Healthcare Clinic,"65, Bazaar Gandhi, Jaipur",Jaipur,Rajasthan,306427,"213, Bazaar Green, Jaipur",Jaipur,Rajasthan,307920
Dr. Rajesh Chaturvedi,Gastroenterologist,Chaturvedi Healthcare Clinic,"178, Colony Lake, Pune",Pune,Maharashtra,415597,"216, Enclave Shastri, Pune",Pune,Maharashtra,410408
Dr. Francis D’Souza,General Physician,D’Souza Healthcare Clinic,"3, Nagar Fort, Delhi",Delhi,Delhi,111311,"326, Layout Shastri, Delhi",Delhi,Delhi,111484
Dr. Irfan Dar,Dermatologist,Dar Healthcare Clinic,"253, Road Gandhi, Mumbai",Mumbai,Maharashtra,406278,"449, Bazaar Green, Mumbai",Mumbai,Maharashtra,403453
Dr. Naveen Tripathi,Cardiologist,Tripathi Healthcare Clinic,"76, Layout Gandhi, Lucknow",Lucknow,Uttar Pradesh,226517,"252, Colony Model, Lucknow",Lucknow,Uttar Pradesh,222141
Dr. Arshad Pathan,Dentist,Pathan Healthcare Clinic,"60, Sector Fort, Coimbatore",Coimbatore,Tamil Nadu,640790,"405, Bazaar Rajiv, Coimbatore",Coimbatore,Tamil Nadu,647046
Dr. Simran Bajwa,Ophthalmologist,Bajwa Healthcare Clinic,"273, Colony Gandhi, Kochi",Kochi,Kerala,684188,"63, Nagar Rajiv, Kochi",Kochi,Kerala,680982
Dr. Manjit Chahal,Cardiologist,Chahal Healthcare Clinic,"132, Lane Garden, Kochi",Kochi,Kerala,688733,"369, Sector Gandhi, Kochi",Kochi,Kerala,681556
Dr. Harpreet Brar,Endocrinologist,Brar Healthcare Clinic,"239, Bazaar Central, Jaipur",Jaipur,Rajasthan,308836,"323, Enclave Lake, Jaipur",Jaipur,Rajasthan,305974
Dr. Rajinder Singh,Psychiatrist,Singh Healthcare Clinic,"205, Lane Central, Pune",Pune,Maharashtra,419651,"385, Road Lake, Pune",Pune,Maharashtra,419882
Dr. Rajesh Tiwari,Physiotherapist,Tiwari Healthcare Clinic,"248, Road Hill, Ahmedabad",Ahmedabad,Gujarat,386589,"162, Colony Model, Ahmedabad",Ahmedabad,Gujarat,380704
Dr. Peter Dias,ENT Specialist,Dias Healthcare Clinic,"100, Road Model, Ahmedabad",Ahmedabad,Gujarat,380406,"136, Colony Rajiv, Ahmedabad",Ahmedabad,Gujarat,387585
Dr. Rajesh Sharma,Neurologist,Sharma Healthcare Clinic,"240, Enclave Central, Patna",Patna,Bihar,804290,"229, Enclave Model, Patna",Patna,Bihar,807113
Dr. Farah Syed,General Physician,Syed Healthcare Clinic,"72, Enclave Gandhi, Kochi",Kochi,Kerala,681705,"242, Colony Model, Kochi",Kochi,Kerala,680863
Dr. Ramesh Balakrishnan,Gynecologist,Balakrishnan Healthcare Clinic,"244, Colony Fort, Bengaluru",Bengaluru,Karnataka,563688,"351, Layout Rajiv, Bengaluru",Bengaluru,Karnataka,568914
Dr. Vikram Dwivedi,Cardiologist,Dwivedi Healthcare Clinic,"220, Nagar Gandhi, Kochi",Kochi,Kerala,682724,"396, Enclave Hill, Kochi",Kochi,Kerala,680339
Dr. Nadeem Qureshi,Dermatologist,Qureshi Healthcare Clinic,"164, Lane Lake, Patna",Patna,Bihar,802078,"48, Nagar Shastri, Patna",Patna,Bihar,807294
Dr. Rakesh Dwivedi,Pediatrician,Dwivedi Healthcare Clinic,"290, Nagar Lake, Delhi",Delhi,Delhi,116808,"461, Bazaar Model, Delhi",Delhi,Delhi,116020
Dr. Sneha Pillai,Neurologist,Pillai Healthcare Clinic,"248, Layout Lake, Surat",Surat,Gujarat,391876,"38, Sector Lake, Surat",Surat,Gujarat,390107
Dr. Baljit Dhillon,Nephrologist,Dhillon Healthcare Clinic,"141, Bazaar Green, Surat",Surat,Gujarat,391652,"149, Lane Model, Surat",Surat,Gujarat,395733
Dr. Teresa Rodrigues,Plastic Surgeon,Rodrigues Healthcare Clinic,"99, Lane Green, Indore",Indore,Madhya Pradesh,453043,"176, Colony Central, Indore",Indore,Madhya Pradesh,457526
Dr. Navjot Pannu,Gastroenterologist,Pannu Healthcare Clinic,"247, Layout Garden, Coimbatore",Coimbatore,Tamil Nadu,646126,"46, Bazaar Fort, Coimbatore",Coimbatore,Tamil Nadu,640557
Dr. Kavita Reddy,Pulmonologist,Reddy Healthcare Clinic,"52, Road Rajiv, Delhi",Delhi,Delhi,115782,"365, Sector Lake, Delhi",Delhi,Delhi,111256
Dr. Farah Dar,Physiotherapist,Dar Healthcare Clinic,"114, Colony Model, Patna",Patna,Bihar,800949,"334, Road Lake, Patna",Patna,Bihar,808049
Dr. Ramesh Murthy,Rheumatologist,Murthy Healthcare Clinic,"47, Enclave Garden, Bengaluru",Bengaluru,Karnataka,565645,"352, Layout Model, Bengaluru",Bengaluru,Karnataka,568275
Dr. Farah Syed,Neurologist,Syed Healthcare Clinic,"223, Colony Hill, Delhi",Delhi,Delhi,118337,"45, Enclave Fort, Delhi",Delhi,Delhi,116514
Dr. Pooja Sharma,Gastroenterologist,Sharma Healthcare Clinic,"180, Nagar Hill, Mumbai",Mumbai,Maharashtra,403530,"135, Layout Green, Mumbai",Mumbai,Maharashtra,409296
Dr. Suresh Reddy,ENT Specialist,Reddy Healthcare Clinic,"271, Sector Hill, Surat",Surat,Gujarat,398171,"227, Layout Green, Surat",Surat,Gujarat,397982
Dr. Lakshmi Naidu,Pediatrician,Naidu Healthcare Clinic,"238, Bazaar Shastri, Surat",Surat,Gujarat,391545,"410, Lane Green, Surat",Surat,Gujarat,393955
Dr. Meena Tripathi,Oncologist,Tripathi Healthcare Clinic,"155, Colony Garden, Coimbatore",Coimbatore,Tamil Nadu,643293,"72, Bazaar Hill, Coimbatore",Coimbatore,Tamil Nadu,643870
Dr. Khalid Chaudhary,Cardiologist,Chaudhary Healthcare Clinic,"299, Enclave Gandhi, Hyderabad",Hyderabad,Telangana,506891,"345, Colony Hill, Hyderabad",Hyderabad,Telangana,509653
Dr. Naveen Joshi,Urologist,Joshi Healthcare Clinic,"270, Colony Fort, Jaipur",Jaipur,Rajasthan,302291,"225, Lane Model, Jaipur",Jaipur,Rajasthan,303657
Dr. Sunita Pandey,Nephrologist,Pandey Healthcare Clinic,"67, Lane Fort, Chennai",Chennai,Tamil Nadu,606593,"115, Road Rajiv, Chennai",Chennai,Tamil Nadu,604196
Dr. Meena Chaturvedi,Dentist,Chaturvedi Healthcare Clinic,"240, Bazaar Central, Jaipur",Jaipur,Rajasthan,302983,"436, Colony Green, Jaipur",Jaipur,Rajasthan,306568
Dr. Paul Pereira,ENT Specialist,Pereira Healthcare Clinic,"212, Colony Gandhi, Chennai",Chennai,Tamil Nadu,607809,"190, Nagar Lake, Chennai",Chennai,Tamil Nadu,601709
Dr. Ramesh Menon,Plastic Surgeon,Menon Healthcare Clinic,"168, Road Lake, Lucknow",Lucknow,Uttar Pradesh,220477,"365, Enclave Rajiv, Lucknow",Lucknow,Uttar Pradesh,220376
Dr. Sana Pathan,ENT Specialist,Pathan Healthcare Clinic,"23, Lane Fort, Kochi",Kochi,Kerala,686873,"160, Lane Hill, Kochi",Kochi,Kerala,684884
Dr. Pooja Dwivedi,Psychiatrist,Dwivedi Healthcare Clinic,"92, Lane Fort, Chennai",Chennai,Tamil Nadu,600761,"254, Layout Model, Chennai",Chennai,Tamil Nadu,605736
Dr. Teresa Pereira,Gynecologist,Pereira Healthcare Clinic,"132, Enclave Shastri, Kolkata",Kolkata,West Bengal,704701,"423, Nagar Fort, Kolkata",Kolkata,West Bengal,700253
Dr. Ramesh Reddy,Oncologist,Reddy Healthcare Clinic,"250, Bazaar Central, Chennai",Chennai,Tamil Nadu,605102,"209, Nagar Green, Chennai",Chennai,Tamil Nadu,601617
Dr. Meena Mishra,Dermatologist,Mishra Healthcare Clinic,"150, Lane Model, Chennai",Chennai,Tamil Nadu,609308,"329, Nagar Shastri, Chennai",Chennai,Tamil Nadu,609453
Dr. Francis Lobo,Nephrologist,Lobo Healthcare Clinic,"145, Sector Gandhi, Jaipur",Jaipur,Rajasthan,302206,"235, Lane Gandhi, Jaipur",Jaipur,Rajasthan,302219
Dr. Parminder Kaur,ENT Specialist,Kaur Healthcare Clinic,"257, Enclave Model, Patna",Patna,Bihar,809856,"3, Nagar Lake, Patna",Patna,Bihar,804616
Dr. Sana Dar,Dentist,Dar Healthcare Clinic,"270, Sector Model, Delhi",Delhi,Delhi,110471,"407, Colony Shastri, Delhi",Delhi,Delhi,119276
Dr. Rakesh Joshi,Pediatrician,Joshi Healthcare Clinic,"167, Road Rajiv, Patna",Patna,Bihar,802532,"356, Layout Lake, Patna",Patna,Bihar,806894
Dr. Yusuf Ansari,Rheumatologist,Ansari Healthcare Clinic,"285, Lane Shastri, Indore",Indore,Madhya Pradesh,458596,"8, Colony Model, Indore",Indore,Madhya Pradesh,459013
Dr. Jaspreet Dhillon,Gynecologist,Dhillon Healthcare Clinic,"23, Sector Hill, Surat",Surat,Gujarat,390133,"187, Sector Gandhi, Surat",Surat,Gujarat,398612
Dr. Rebecca Fernandes,Cardiologist,Fernandes Healthcare Clinic,"1, Sector Central, Pune",Pune,Maharashtra,413196,"234, Colony Hill, Pune",Pune,Maharashtra,416509
Dr. Mathew Gomes,Neurologist,Gomes Healthcare Clinic,"98, Sector Lake, Mumbai",Mumbai,Maharashtra,401155,"32, Nagar Fort, Mumbai",Mumbai,Maharashtra,409356
Dr. Kavita Reddy,Gastroenterologist,Reddy Healthcare Clinic,"194, Bazaar Shastri, Chandigarh",Chandigarh,Chandigarh,161848,"188, Road Gandhi, Chandigarh",Chandigarh,Chandigarh,165708
Dr. Meena Dwivedi,Dermatologist,Dwivedi Healthcare Clinic,"2, Colony Lake, Chandigarh",Chandigarh,Chandigarh,162196,"318, Colony Garden, Chandigarh",Chandigarh,Chandigarh,165050
Dr. Shankar Rangan,General Physician,Rangan Healthcare Clinic,"276, Layout Green, Indore",Indore,Madhya Pradesh,459564,"86, Bazaar Model, Indore",Indore,Madhya Pradesh,459165
Dr. Rebecca Menezes,Dentist,Menezes Healthcare Clinic,"180, Nagar Rajiv, Indore",Indore,Madhya Pradesh,459984,"73, Layout Model, Indore",Indore,Madhya Pradesh,455889
Dr. Khalid Beg,Urologist,Beg Healthcare Clinic,"77, Layout Green, Chandigarh",Chandigarh,Chandigarh,166553,"336, Layout Hill, Chandigarh",Chandigarh,Chandigarh,169977
Dr. Rakesh Mishra,Physiotherapist,Mishra Healthcare Clinic,"180, Enclave Hill, Delhi",Delhi,Delhi,117999,"188, Layout Rajiv, Delhi",Delhi,Delhi,112450
Dr. Paul D’Souza,Dentist,D’Souza Healthcare Clinic,"153, Nagar Fort, Mumbai",Mumbai,Maharashtra,407667,"290, Enclave Shastri, Mumbai",Mumbai,Maharashtra,400690
Dr. Deepa Murthy,Nephrologist,Murthy Healthcare Clinic,"141, Enclave Green, Chennai",Chennai,Tamil Nadu,608870,"42, Nagar Hill, Chennai",Chennai,Tamil Nadu,601982
Dr. Manjit Pannu,Dentist,Pannu Healthcare Clinic,"265, Road Hill, Indore",Indore,Madhya Pradesh,457924,"139, Road Rajiv, Indore",Indore,Madhya Pradesh,450722
Dr. Joseph Rodrigues,Gynecologist,Rodrigues Healthcare Clinic,"204, Enclave Hill, Kochi",Kochi,Kerala,680362,"454, Lane Shastri, Kochi",Kochi,Kerala,680350
Dr. Naveen Sharma,Urologist,Sharma Healthcare Clinic,"11, Nagar Garden, Chandigarh",Chandigarh,Chandigarh,168154,"147, Layout Central, Chandigarh",Chandigarh,Chandigarh,167313
Dr. Irfan Dar,Neurologist,Dar Healthcare Clinic,"177, Enclave Fort, Indore",Indore,Madhya Pradesh,458195,"13, Road Fort, Indore",Indore,Madhya Pradesh,459826
Dr. Rajesh Mishra,ENT Specialist,Mishra Healthcare Clinic,"66, Layout Fort, Chennai",Chennai,Tamil Nadu,602496,"140, Colony Green, Chennai",Chennai,Tamil Nadu,604676
Dr. Harpreet Singh,Neurologist,Singh Healthcare Clinic,"60, Sector Fort, Bhopal",Bhopal,Madhya Pradesh,467347,"463, Colony Green, Bhopal",Bhopal,Madhya Pradesh,464412
Dr. Harpreet Chahal,Urologist,Chahal Healthcare Clinic,"249, Colony Green, Coimbatore",Coimbatore,Tamil Nadu,648727,"246, Lane Green, Coimbatore",Coimbatore,Tamil Nadu,647505
Dr. Simran Singh,Plastic Surgeon,Singh Healthcare Clinic,"171, Lane Shastri, Ahmedabad",Ahmedabad,Gujarat,388791,"309, Sector Garden, Ahmedabad",Ahmedabad,Gujarat,381548
Dr. Rajesh Tripathi,Psychiatrist,Tripathi Healthcare Clinic,"236, Road Gandhi, Jaipur",Jaipur,Rajasthan,308272,"8, Road Shastri, Jaipur",Jaipur,Rajasthan,300746
Dr. Kavita Reddy,Cardiologist,Reddy Healthcare Clinic,"289, Lane Central, Indore",Indore,Madhya Pradesh,457482,"128, Layout Fort, Indore",Indore,Madhya Pradesh,459097
Dr. Shankar Subramanian,Endocrinologist,Subramanian Healthcare Clinic,"231, Enclave Central, Bhopal",Bhopal,Madhya Pradesh,465685,"72, Enclave Hill, Bhopal",Bhopal,Madhya Pradesh,466776
Dr. John Rodrigues,Plastic Surgeon,Rodrigues Healthcare Clinic,"13, Bazaar Fort, Bhopal",Bhopal,Madhya Pradesh,464380,"496, Lane Hill, Bhopal",Bhopal,Madhya Pradesh,462749
Dr. Amrit Pannu,Pulmonologist,Pannu Healthcare Clinic,"115, Sector Rajiv, Chennai",Chennai,Tamil Nadu,600880,"90, Enclave Central, Chennai",Chennai,Tamil Nadu,604279
Dr. Amrit Brar,Psychiatrist,Brar Healthcare Clinic,"147, Lane Garden, Pune",Pune,Maharashtra,418351,"179, Colony Garden, Pune",Pune,Maharashtra,414350
Dr. Teresa Dias,Ophthalmologist,Dias Healthcare Clinic,"147, Nagar Green, Delhi",Delhi,Delhi,116092,"19, Enclave Fort, Delhi",Delhi,Delhi,113473
Dr. Deepa Iyer,Rheumatologist,Iyer Healthcare Clinic,"55, Nagar Hill, Indore",Indore,Madhya Pradesh,451711,"303, Bazaar Gandhi, Indore",Indore,Madhya Pradesh,453241
Dr. Mathew Lobo,Physiotherapist,Lobo Healthcare Clinic,"167, Road Shastri, Bhopal",Bhopal,Madhya Pradesh,462919,"295, Nagar Model, Bhopal",Bhopal,Madhya Pradesh,464032
Dr. Lakshmi Nair,Physiotherapist,Nair Healthcare Clinic,"237, Nagar Gandhi, Chandigarh",Chandigarh,Chandigarh,168516,"3, Nagar Fort, Chandigarh",Chandigarh,Chandigarh,167233
Dr. Amrit Sandhu,Endocrinologist,Sandhu Healthcare Clinic,"136, Sector Garden, Mumbai",Mumbai,Maharashtra,408515,"170, Colony Lake, Mumbai",Mumbai,Maharashtra,401627
Dr. Shabana Syed,Gastroenterologist,Syed Healthcare Clinic,"241, Road Garden, Jaipur",Jaipur,Rajasthan,303366,"497, Road Lake, Jaipur",Jaipur,Rajasthan,306396
Dr. Rebecca Almeida,General Physician,Almeida Healthcare Clinic,"214, Nagar Fort, Kochi",Kochi,Kerala,681485,"359, Lane Lake, Kochi",Kochi,Kerala,686276
Dr. Yusuf Beg,Dermatologist,Beg Healthcare Clinic,"97, Nagar Garden, Lucknow",Lucknow,Uttar Pradesh,226787,"325, Enclave Shastri, Lucknow",Lucknow,Uttar Pradesh,221103
Dr. Rajinder Singh,Cardiologist,Singh Healthcare Clinic,"100, Nagar Shastri, Indore",Indore,Madhya Pradesh,456879,"11, Enclave Central, Indore",Indore,Madhya Pradesh,458029
Dr. Aamir Ansari,Plastic Surgeon,Ansari Healthcare Clinic,"173, Enclave Hill, Lucknow",Lucknow,Uttar Pradesh,227238,"217, Enclave Central, Lucknow",Lucknow,Uttar Pradesh,229261
Dr. Sunita Tripathi,Nephrologist,Tripathi Healthcare Clinic,"117, Sector Lake, Bengaluru",Bengaluru,Karnataka,568493,"124, Lane Model, Bengaluru",Bengaluru,Karnataka,561789
Dr. Francis Lobo,Gastroenterologist,Lobo Healthcare Clinic,"56, Colony Model, Lucknow",Lucknow,Uttar Pradesh,224287,"168, Colony Model, Lucknow",Lucknow,Uttar Pradesh,222890
Dr. Khalid Khan,Gynecologist,Khan Healthcare Clinic,"178, Enclave Lake, Lucknow",Lucknow,Uttar Pradesh,221270,"470, Nagar Fort, Lucknow",Lucknow,Uttar Pradesh,222935
Dr. Amrit Sandhu,ENT Specialist,Sandhu Healthcare Clinic,"145, Colony Hill, Chennai",Chennai,Tamil Nadu,606744,"103, Colony Lake, Chennai",Chennai,Tamil Nadu,600896
Dr. Prakash Nair,Ophthalmologist,Nair Healthcare Clinic,"18, Colony Hill, Jaipur",Jaipur,Rajasthan,301216,"23, Bazaar Rajiv, Jaipur",Jaipur,Rajasthan,307939
Dr. Simran Sidhu,Dentist,Sidhu Healthcare Clinic,"107, Road Fort, Ahmedabad",Ahmedabad,Gujarat,380033,"93, Bazaar Model, Ahmedabad",Ahmedabad,Gujarat,384024
Dr. Arshad Pathan,Orthopedic Surgeon,Pathan Healthcare Clinic,"92, Lane Rajiv, Patna",Patna,Bihar,802802,"170, Colony Gandhi, Patna",Patna,Bihar,805898
Dr. Vikram Agarwal,Urologist,Agarwal Healthcare Clinic,"244, Colony Model, Chennai",Chennai,Tamil Nadu,606247,"473, Enclave Rajiv, Chennai",Chennai,Tamil Nadu,604312
Dr. Khalid Mirza,Gynecologist,Mirza Healthcare Clinic,"27, Colony Model, Patna",Patna,Bihar,805469,"148, Lane Shastri, Patna",Patna,Bihar,802760
Dr. Aamir Mirza,Urologist,Mirza Healthcare Clinic,"24, Bazaar Gandhi, Pune",Pune,Maharashtra,411899,"116, Sector Rajiv, Pune",Pune,Maharashtra,414363
Dr. Khalid Dar,Neurologist,Dar Healthcare Clinic,"187, Colony Model, Coimbatore",Coimbatore,Tamil Nadu,644390,"27, Lane Rajiv, Coimbatore",Coimbatore,Tamil Nadu,646128
Dr. Baljit Sandhu,Psychiatrist,Sandhu Healthcare Clinic,"188, Enclave Fort, Indore",Indore,Madhya Pradesh,453929,"261, Enclave Garden, Indore",Indore,Madhya Pradesh,459090
Dr. Naveen Saxena,Plastic Surgeon,Saxena Healthcare Clinic,"108, Lane Green, Jaipur",Jaipur,Rajasthan,308681,"405, Bazaar Garden, Jaipur",Jaipur,Rajasthan,309183
Dr. Rajesh Pandey,Urologist,Pandey Healthcare Clinic,"107, Layout Hill, Coimbatore",Coimbatore,Tamil Nadu,640054,"236, Colony Fort, Coimbatore",Coimbatore,Tamil Nadu,646362
Dr. Meena Joshi,Cardiologist,Joshi Healthcare Clinic,"129, Lane Central, Lucknow",Lucknow,Uttar Pradesh,220429,"53, Lane Central, Lucknow",Lucknow,Uttar Pradesh,220254
Dr. Arshad Syed,Urologist,Syed Healthcare Clinic,"265, Sector Fort, Indore",Indore,Madhya Pradesh,455293,"274, Bazaar Garden, Indore",Indore,Madhya Pradesh,458140
Dr. Kavita Reddy,Gynecologist,Reddy Healthcare Clinic,"94, Sector Green, Lucknow",Lucknow,Uttar Pradesh,223935,"10, Sector Fort, Lucknow",Lucknow,Uttar Pradesh,223917
Dr. Meena Mishra,Dermatologist,Mishra Healthcare Clinic,"289, Lane Gandhi, Surat",Surat,Gujarat,394034,"196, Layout Central, Surat",Surat,Gujarat,399694
